species,concentration,type
y_1,14.5144292490012,mapped
y_1,8.69925111876847,mapped
y_1,30.2794606829049,mapped
y_1,8.58478837415153,mapped
y_1,29.4502705541131,mapped
y_1,15.6628736395573,mapped
y_1,11.1507743271706,mapped
y_1,39.5909199464762,mapped
y_1,11.6312415542569,mapped
y_1,14.6578895775453,mapped
y_1,19.2130913651724,mapped
y_1,11.4906885366534,mapped
y_1,25.330370371678,mapped
y_1,20.6807700794818,mapped
y_1,10.2550237960644,mapped
y_1,13.7943877878149,mapped
y_1,20.5564825876903,mapped
y_1,12.5643852868262,mapped
y_1,17.4883617138275,mapped
y_1,19.366746033856,mapped
y_1,11.8692653519148,mapped
y_1,33.8377748817425,mapped
y_1,14.6140113471869,mapped
y_1,10.3833451876412,mapped
y_1,6.32952644480969,mapped
y_1,33.0306073703304,mapped
y_1,29.0003303887616,mapped
y_1,29.245489841306,mapped
y_1,12.4499487899867,mapped
y_1,13.6631024013584,mapped
y_1,7.84436989732958,mapped
y_1,30.6912531032707,mapped
y_1,24.3074238231144,mapped
y_1,17.3942927901541,mapped
y_1,10.3782531544212,mapped
y_1,32.9873696366788,mapped
y_1,15.5953714359845,mapped
y_1,6.48635017507675,mapped
y_1,36.2291173581818,mapped
y_1,13.988830043399,mapped
y_1,28.1958767265549,mapped
y_1,12.1499834870396,mapped
y_1,9.43293659959715,mapped
y_1,32.6766169980112,mapped
y_1,12.0619051367969,mapped
y_1,7.9523159345103,mapped
y_1,16.4897156252654,mapped
y_1,39.0528620267804,mapped
y_1,8.63375030732579,mapped
y_1,29.0059864387096,mapped
y_1,20.0432191944901,mapped
y_1,24.1201610256376,mapped
y_1,24.1858778550258,mapped
y_1,6.26861501780274,mapped
y_1,30.3323905563473,mapped
y_1,17.7496648917755,mapped
y_1,6.89457412517081,mapped
y_1,8.79696798088535,mapped
y_1,30.5937089347781,mapped
y_1,16.8783845342789,mapped
y_1,33.6383277838549,mapped
y_1,11.1624116971885,mapped
y_1,13.8210462852014,mapped
y_1,11.5722454162521,mapped
y_1,18.3016259779866,mapped
y_1,27.6142216164874,mapped
y_1,9.53609026160617,mapped
y_1,18.677036850806,mapped
y_1,26.6221284681923,mapped
y_1,12.9674280962542,mapped
y_1,31.7831868056564,mapped
y_1,10.7842768922374,mapped
y_1,17.0780527545345,mapped
y_1,6.6864102425214,mapped
y_1,39.1398121840026,mapped
y_1,33.0118698641715,mapped
y_1,6.94437130902731,mapped
y_1,17.6227781127641,mapped
y_1,9.36528917762287,mapped
y_1,20.5882870293746,mapped
y_1,24.3091142683571,mapped
y_1,21.6212632788053,mapped
y_1,29.55840134823,mapped
y_1,8.52998306558111,mapped
y_1,18.9638888742947,mapped
y_1,11.9272171425611,mapped
y_1,18.5362617304635,mapped
y_1,22.9355200343876,mapped
y_1,17.5998203443383,mapped
y_1,8.87356028779611,mapped
y_1,19.3648448749387,mapped
y_1,13.8311793026952,mapped
y_1,14.0824492359435,mapped
y_1,23.0179322823462,mapped
y_1,12.9468637785611,mapped
y_1,16.9163180583234,mapped
y_1,20.3378490615005,mapped
y_1,15.1162884237646,mapped
y_1,8.6002116036283,mapped
y_1,16.8794173350936,mapped
y_1,17.4616238442284,mapped
y_1,12.5954553170742,mapped
y_1,7.7892451172021,mapped
y_1,24.5470930224763,mapped
y_1,25.0941456296665,mapped
y_1,20.5678339858268,mapped
y_1,18.9092463767551,mapped
y_1,11.4189631201686,mapped
y_1,14.8927264047614,mapped
y_1,12.6912970684561,mapped
y_1,30.1767717429257,mapped
y_1,9.42546179489801,mapped
y_1,22.8727613949066,mapped
y_1,11.6275672350783,mapped
y_1,12.1512482877826,mapped
y_1,27.3945475616995,mapped
y_1,14.3167822064487,mapped
y_1,28.8355801210168,mapped
y_1,8.78169811075205,mapped
y_1,21.594140549774,mapped
y_1,17.3364454418,mapped
y_1,9.04033224440188,mapped
y_1,25.0971431868333,mapped
y_1,24.6000419744504,mapped
y_1,7.0313090154058,mapped
y_1,19.304634930249,mapped
y_1,22.4917779488936,mapped
y_1,15.345865515314,mapped
y_1,9.95679394390331,mapped
y_1,15.3049923552585,mapped
y_1,18.3020450697872,mapped
y_1,13.2809791500385,mapped
y_1,9.06770595171116,mapped
y_1,33.3893357088722,mapped
y_1,13.7000619958669,mapped
y_1,15.9995382146745,mapped
