"periodogram_df.freq","periodogram_df.power","peak_freq","peak_period"
0,2.83446433556499e-31,0.233255581472842,4.28714285714286
0.0333222259246918,0.373786015130567,0.233255581472842,4.28714285714286
0.0666444518493835,0.342248798290531,0.233255581472842,4.28714285714286
0.0999666777740753,0.403405445120749,0.233255581472842,4.28714285714286
0.133288903698767,0.635200214709977,0.233255581472842,4.28714285714286
0.166611129623459,1.42582783529502,0.233255581472842,4.28714285714286
0.199933355548151,4.47281310075179,0.233255581472842,4.28714285714286
0.233255581472842,5.76904715019418,0.233255581472842,4.28714285714286
0.266577807397534,1.67171478870447,0.233255581472842,4.28714285714286
0.299900033322226,0.595603001884425,0.233255581472842,4.28714285714286
0.333222259246918,0.320693650893627,0.233255581472842,4.28714285714286
0.366544485171609,0.233701092774945,0.233255581472842,4.28714285714286
0.399866711096301,0.215940290089547,0.233255581472842,4.28714285714286
0.433188937020993,0.196201208878495,0.233255581472842,4.28714285714286
0.466511162945685,0.138026053292061,0.233255581472842,4.28714285714286
0.499833388870377,0.0971618240111468,0.233255581472842,4.28714285714286
0.533155614795068,0.0731355356873761,0.233255581472842,4.28714285714286
0.56647784071976,0.0605868373516709,0.233255581472842,4.28714285714286
0.599800066644452,0.0517278178245379,0.233255581472842,4.28714285714286
0.633122292569144,0.0449905606264294,0.233255581472842,4.28714285714286
0.666444518493835,0.0404932557798365,0.233255581472842,4.28714285714286
0.699766744418527,0.0361112523442547,0.233255581472842,4.28714285714286
0.733088970343219,0.0332599101382772,0.233255581472842,4.28714285714286
0.766411196267911,0.0310036465131157,0.233255581472842,4.28714285714286
0.799733422192602,0.0283048957736668,0.233255581472842,4.28714285714286
0.833055648117294,0.0267573252345084,0.233255581472842,4.28714285714286
0.866377874041986,0.024950580277517,0.233255581472842,4.28714285714286
0.899700099966678,0.0236651711474028,0.233255581472842,4.28714285714286
0.933022325891369,0.022802529090757,0.233255581472842,4.28714285714286
0.966344551816061,0.021452674257222,0.233255581472842,4.28714285714286
0.999666777740753,0.0205230715536081,0.233255581472842,4.28714285714286
1.03298900366544,0.0196669368241254,0.233255581472842,4.28714285714286
1.06631122959014,0.018908836951906,0.233255581472842,4.28714285714286
1.09963345551483,0.0181628436764195,0.233255581472842,4.28714285714286
1.13295568143952,0.0175112077406914,0.233255581472842,4.28714285714286
1.16627790736421,0.0169385692816751,0.233255581472842,4.28714285714286
1.1996001332889,0.0165567538630368,0.233255581472842,4.28714285714286
1.2329223592136,0.0161233378829113,0.233255581472842,4.28714285714286
1.26624458513829,0.0156510421404064,0.233255581472842,4.28714285714286
1.29956681106298,0.0152221784747733,0.233255581472842,4.28714285714286
1.33288903698767,0.014941252030616,0.233255581472842,4.28714285714286
