species,concentration,type
y_1,16.8807874236292,observed
y_1,7.44071177232291,observed
y_1,5.9351322477663,observed
y_1,13.388169759308,observed
y_1,7.07544477697113,observed
y_1,2.99387544477524,observed
y_1,9.02107740690498,observed
y_1,11.4965391354318,observed
y_1,4.59689264302796,observed
y_1,8.51351750242308,observed
y_1,14.0073419558968,observed
y_1,0.488976310240661,observed
y_1,6.43747867582304,observed
y_1,8.33325998002088,observed
y_1,4.1283504820361,observed
y_1,8.64730147074062,observed
y_1,4.96608970550015,observed
y_1,13.7110633684035,observed
y_1,1.05248325223674,observed
y_1,10.5999814220404,observed
y_1,3.13098478817511,observed
y_1,7.41978339012922,observed
y_1,5.38870388868202,observed
y_1,6.79732256234286,observed
y_1,20.8217695665255,observed
y_1,7.90397504831574,observed
y_1,3.82862157759511,observed
y_1,9.08485797686,observed
y_1,8.08891819243663,observed
y_1,5.51259861042389,observed
y_1,5.73914856881535,observed
y_1,15.0305213687207,observed
y_1,5.83181548088583,observed
y_1,2.98462532621414,observed
y_1,6.70372131159406,observed
y_1,7.98986411611064,observed
y_1,9.30741805324409,observed
y_1,3.20692557078181,observed
y_1,8.65632064717524,observed
y_1,5.27531655954751,observed
y_1,7.38241956720582,observed
y_1,5.24925773758419,observed
y_1,11.5010999874066,observed
y_1,3.6223460376933,observed
y_1,11.1537114238431,observed
y_1,10.4909141591204,observed
y_1,3.30855048913295,observed
y_1,18.9151978235681,observed
y_1,2.58964238692741,observed
y_1,5.2836042171521,observed
y_1,1.14475064772234,observed
y_1,12.7302942505673,observed
y_1,7.21978131512237,observed
y_1,-0.545438387631559,observed
y_1,3.52897611546085,observed
y_1,3.34074802072724,observed
y_1,4.92797342810999,observed
y_1,4.96691569655986,observed
y_1,5.59538773526562,observed
y_1,4.09732833532647,observed
y_1,4.75731312187818,observed
y_1,9.84347119732204,observed
y_1,1.86878037568643,observed
y_1,11.0282867285875,observed
y_1,8.71927223215953,observed
y_1,1.30822897727436,observed
y_1,9.39290519072902,observed
y_1,6.91445406909525,observed
y_1,0.989330129805368,observed
y_1,-1.2531602286495,observed
y_1,9.17570609088594,observed
y_1,4.32697261646799,observed
y_1,7.1508004530055,observed
y_1,7.02181085110196,observed
y_1,6.42340225017033,observed
y_1,9.03610943965378,observed
y_1,13.1856209117634,observed
y_1,6.97575051966011,observed
y_1,5.75431522472422,observed
y_1,11.2010029579741,observed
y_1,9.29700676526335,observed
y_1,4.61982637962019,observed
y_1,12.9986504314047,observed
y_1,7.30374777730758,observed
y_1,8.18426161456196,observed
y_1,5.16375902174716,observed
y_1,5.3613234049055,observed
y_1,15.4344151328132,observed
y_1,8.64346870580293,observed
y_1,2.3636059848719,observed
y_1,2.43297719603206,observed
y_1,8.3570438648634,observed
y_1,8.16318812374725,observed
y_1,10.7788010628167,observed
y_1,7.7420663972862,observed
y_1,2.54176186798682,observed
y_1,13.3692930473913,observed
y_1,7.24544734099029,observed
y_1,4.55556888232786,observed
y_1,1.16156308672597,observed
y_1,11.594226951904,observed
y_1,7.90731293202813,observed
y_1,6.02788643652751,observed
y_1,2.02348312592877,observed
y_1,9.9089828970137,observed
y_1,4.17331825833226,observed
y_1,10.579685427141,observed
y_1,2.7985491224137,observed
y_1,15.222480936242,observed
y_1,6.14865209779996,observed
y_1,3.09404174547988,observed
y_1,7.85480149582602,observed
y_1,5.90315831219302,observed
y_1,9.43871941888777,observed
y_1,1.57557747499193,observed
y_1,17.7480359408026,observed
y_1,3.59717241296626,observed
y_1,11.0645045870181,observed
y_1,6.70767555026132,observed
y_1,4.48462195941765,observed
y_1,8.73509634033792,observed
y_1,3.32084631563139,observed
y_1,3.08865929515391,observed
y_1,8.17325653598683,observed
y_1,1.49708882492573,observed
y_1,6.19447890071385,observed
y_1,8.27948358180724,observed
y_1,7.17835158463013,observed
y_1,15.8649217836136,observed
y_1,16.451101786543,observed
y_1,6.48323540368241,observed
y_1,1.55646468066821,observed
y_1,5.38713559219098,observed
y_1,6.36330312219726,observed
y_1,11.2780205140955,observed
y_1,2.15345739878828,observed
y_1,20.0248290850474,observed
y_1,6.29123742646523,observed
y_1,18.3158441463968,observed
y_1,8.71253739143857,observed
y_1,0.787754065711557,observed
y_1,7.89094530618621,observed
y_1,3.4957858756059,observed
y_1,7.96876974633661,observed
y_1,6.6344860161542,observed
y_1,2.91089226545198,observed
y_1,16.3455937390197,observed
y_1,10.9512551496522,observed
y_1,5.67992705700336,observed
y_1,5.78332335608653,observed
y_1,5.2947327949852,observed
y_1,7.71128776747683,observed
y_1,5.51570187905172,observed
y_1,11.1233565461959,observed
y_1,7.37386782375883,observed
y_1,5.14833278222621,observed
y_1,3.211794375057,observed
y_1,7.08720236632422,observed
y_1,5.60552727439746,observed
y_1,8.27272684983814,observed
y_1,8.18072565762612,observed
y_1,6.66551180728155,observed
y_1,14.4402446424882,observed
y_1,8.08277558402276,observed
y_1,7.46838104550735,observed
y_1,2.21299634289352,observed
y_1,5.18995194987442,observed
y_1,1.32695292023602,observed
y_1,4.30292583267519,observed
y_1,12.8002318875513,observed
y_1,7.54433832810633,observed
y_1,6.65429033894654,observed
y_1,16.7498240207906,observed
y_1,7.37866598950883,observed
y_1,6.58900426805036,observed
