species,concentration,type
y_1,3.38860988082696,mapped
y_1,11.0569340971893,mapped
y_1,11.6739197029687,mapped
y_1,5.17609166235149,mapped
y_1,5.70866312971146,mapped
y_1,7.21235030870791,mapped
y_1,4.30167293361729,mapped
y_1,9.99857411755283,mapped
y_1,7.79530460344893,mapped
y_1,14.1112313199657,mapped
y_1,4.16861742946674,mapped
y_1,8.46653454597523,mapped
y_1,2.60666085224492,mapped
y_1,11.0000350864805,mapped
y_1,8.72542385267787,mapped
y_1,6.37140415813129,mapped
y_1,4.94226870676589,mapped
y_1,9.16927005698557,mapped
y_1,6.72997778472537,mapped
y_1,5.23116709220659,mapped
y_1,5.71201476692278,mapped
y_1,8.42507845836516,mapped
y_1,5.65215936319325,mapped
y_1,10.3520797716008,mapped
y_1,6.96770133625294,mapped
y_1,3.1003067276321,mapped
y_1,7.0522539660433,mapped
y_1,8.75882736051991,mapped
y_1,4.41038671479971,mapped
y_1,4.06567333521618,mapped
y_1,8.11020860283198,mapped
y_1,8.50928393298102,mapped
y_1,1.91996263019507,mapped
y_1,13.0335502237175,mapped
y_1,7.61008023873318,mapped
y_1,6.25345029096402,mapped
y_1,7.37921121019237,mapped
y_1,5.12084895015455,mapped
y_1,8.64713241050535,mapped
y_1,10.0323510409417,mapped
y_1,3.12649545453941,mapped
y_1,2.84843075288547,mapped
y_1,11.1425210251603,mapped
y_1,8.69018555887197,mapped
y_1,11.8770786741923,mapped
y_1,4.98905005322786,mapped
y_1,5.4320355662449,mapped
y_1,6.10229364553361,mapped
y_1,9.93416957759755,mapped
y_1,4.52822904115734,mapped
y_1,7.21414574161428,mapped
y_1,11.1477675297122,mapped
y_1,4.43214242081362,mapped
y_1,11.0401762541914,mapped
y_1,6.69116698463677,mapped
y_1,3.11562570209863,mapped
y_1,5.98199671233134,mapped
y_1,6.40487648557279,mapped
y_1,6.03428834883116,mapped
y_1,8.00707495929382,mapped
y_1,11.1251312324516,mapped
y_1,3.59628548227706,mapped
y_1,9.14701696776848,mapped
y_1,5.26724790329525,mapped
y_1,4.90746254701681,mapped
y_1,3.59709479795464,mapped
y_1,7.10208563112563,mapped
y_1,11.8763892187033,mapped
y_1,7.56982571083199,mapped
y_1,7.87150261806373,mapped
y_1,3.54190706987225,mapped
y_1,4.45101377827446,mapped
y_1,15.4276334934712,mapped
y_1,5.49082339609951,mapped
y_1,12.2523241071923,mapped
y_1,6.32227556945267,mapped
y_1,3.22590257610469,mapped
y_1,6.74317043423607,mapped
y_1,6.42034197314182,mapped
y_1,6.33866479276789,mapped
y_1,7.9046959127894,mapped
y_1,4.11924409704368,mapped
y_1,8.17877718945285,mapped
y_1,2.02900550045743,mapped
y_1,13.8975973133019,mapped
y_1,9.2967566477126,mapped
y_1,5.28051001116548,mapped
y_1,13.9548084336338,mapped
y_1,4.03962830008218,mapped
y_1,3.37479985604203,mapped
y_1,8.00726847172188,mapped
y_1,7.44954280469256,mapped
y_1,6.19355506944555,mapped
y_1,3.8220718291733,mapped
y_1,8.62744133344318,mapped
y_1,11.6579669000862,mapped
y_1,5.9298333775153,mapped
y_1,4.00234494067606,mapped
y_1,3.12191634782181,mapped
y_1,12.6220311604729,mapped
y_1,7.02810887099186,mapped
y_1,4.57655067850747,mapped
y_1,6.43229323848605,mapped
y_1,12.9917127607156,mapped
y_1,3.83359924509404,mapped
y_1,11.1628607728875,mapped
y_1,6.10514284659732,mapped
y_1,13.4337414958881,mapped
y_1,3.54740463485659,mapped
y_1,6.65787165885986,mapped
y_1,7.32573874306491,mapped
y_1,9.38243953979029,mapped
y_1,5.29414161966017,mapped
y_1,9.50023529835618,mapped
y_1,4.84097362232849,mapped
y_1,6.02250781452876,mapped
y_1,16.37045113354,mapped
y_1,5.68601252871489,mapped
y_1,2.45417880778787,mapped
y_1,7.66044831379978,mapped
y_1,4.05224349789804,mapped
y_1,9.70521886876201,mapped
y_1,4.17864301747846,mapped
y_1,16.0260137657427,mapped
y_1,5.49744398895424,mapped
y_1,6.44201621792488,mapped
y_1,13.3729628274877,mapped
y_1,4.55443117896438,mapped
y_1,9.57787449525157,mapped
y_1,4.67431354388034,mapped
y_1,6.54193314687923,mapped
y_1,11.8177679076317,mapped
