species,concentration,type
y_1,34.8956185819924,observed
y_1,39.6421219609014,observed
y_1,45.3828009477235,observed
y_1,26.3627434920145,observed
y_1,54.769218335108,observed
y_1,50.709012433428,observed
y_1,14.3419575413426,observed
y_1,37.5692364825921,observed
y_1,26.8655985629581,observed
y_1,30.5065255578354,observed
y_1,25.5655949454265,observed
y_1,27.7520207953829,observed
y_1,36.4411475835922,observed
y_1,33.3919656609653,observed
y_1,25.670342530612,observed
y_1,54.2274539056521,observed
y_1,29.3420825020743,observed
y_1,28.1196357828498,observed
y_1,60.4053023206417,observed
y_1,63.7215526548406,observed
y_1,22.5250571389174,observed
y_1,14.5711516224279,observed
y_1,19.1940510327267,observed
y_1,68.3566695529315,observed
y_1,54.3506391346541,observed
y_1,34.782410509496,observed
y_1,16.2391641778257,observed
y_1,28.2353716498645,observed
y_1,25.478160810372,observed
y_1,32.621640651277,observed
y_1,39.7609024426609,observed
y_1,27.4491708918223,observed
y_1,49.7576155866653,observed
y_1,24.640637818569,observed
y_1,19.2491049296322,observed
y_1,50.7129534832893,observed
y_1,32.2160561028721,observed
y_1,41.6116159728778,observed
y_1,19.1151230137207,observed
y_1,41.8741603176096,observed
y_1,20.0206243709881,observed
y_1,34.8204334238053,observed
y_1,36.2684468942283,observed
y_1,57.6350425502171,observed
y_1,16.3318512854838,observed
y_1,27.0689940874933,observed
y_1,63.1870190820029,observed
y_1,10.257371010208,observed
y_1,45.4617644345527,observed
y_1,25.1181080921657,observed
y_1,32.1881513618437,observed
y_1,44.1303053893469,observed
y_1,21.2121839239545,observed
y_1,15.2397081169162,observed
y_1,54.4881574610098,observed
y_1,24.1715178820683,observed
y_1,53.5443622040461,observed
y_1,42.1178309623414,observed
y_1,61.6852279267574,observed
y_1,14.4612697439645,observed
y_1,30.9412139290854,observed
y_1,26.2613579607684,observed
y_1,28.7222902105038,observed
y_1,20.3641148346952,observed
y_1,42.2274182984395,observed
y_1,50.1804894961906,observed
y_1,15.8178676649726,observed
y_1,65.9050430777487,observed
y_1,23.4145602264079,observed
y_1,35.2456713052114,observed
y_1,51.7105776295641,observed
y_1,11.8832689243422,observed
y_1,63.2577313205158,observed
y_1,25.5966661944445,observed
y_1,47.4132278841473,observed
y_1,25.1303107668106,observed
y_1,24.1407358957413,observed
y_1,41.8827117925133,observed
y_1,28.0393799060818,observed
y_1,49.7749860509709,observed
y_1,27.504684084117,observed
y_1,32.0096708599707,observed
y_1,19.7717208014843,observed
y_1,36.1812470409525,observed
y_1,78.2605309683617,observed
y_1,34.9527987143923,observed
y_1,38.0068966468582,observed
y_1,30.5999821005196,observed
y_1,43.175867422267,observed
y_1,19.2347343667097,observed
y_1,28.3645881858507,observed
y_1,56.6170966089178,observed
y_1,36.7876534671027,observed
y_1,11.0863451729729,observed
y_1,25.7229660413541,observed
y_1,25.8340734352232,observed
y_1,53.6345589746353,observed
y_1,32.1285822009394,observed
y_1,25.6408718155691,observed
y_1,49.3929108932064,observed
y_1,47.693073482437,observed
y_1,19.0782428704619,observed
y_1,30.9883436955012,observed
y_1,59.834910579847,observed
y_1,22.478453181225,observed
y_1,28.3362700095066,observed
y_1,32.8650211586697,observed
y_1,19.8048083270235,observed
y_1,55.537174082419,observed
y_1,36.4663398220102,observed
y_1,13.9942557150862,observed
y_1,61.5125856025233,observed
y_1,45.5817552900875,observed
y_1,17.1264364105376,observed
y_1,38.4753837804211,observed
y_1,63.0207731337657,observed
y_1,18.997530897183,observed
y_1,32.449444094781,observed
y_1,54.1659648463416,observed
y_1,23.7262838861429,observed
y_1,20.7031388398295,observed
y_1,33.6450163196569,observed
y_1,24.6472003521373,observed
y_1,35.5246351674268,observed
y_1,24.68810731475,observed
y_1,66.5725495845977,observed
y_1,19.9882773594787,observed
y_1,24.2237980882406,observed
y_1,40.2373383703045,observed
y_1,31.7713187496017,observed
y_1,39.9107317513371,observed
y_1,43.528951784829,observed
y_1,26.4784746702317,observed
y_1,10.5263719198979,observed
y_1,70.2054061368993,observed
y_1,28.1420107689273,observed
y_1,34.686241681344,observed
y_1,18.1316947912468,observed
y_1,37.8931269640014,observed
y_1,50.7163116431471,observed
y_1,23.6326767960385,observed
y_1,41.0662059481486,observed
y_1,39.830070208828,observed
y_1,27.2205912495274,observed
y_1,64.1597067014177,observed
y_1,22.1054665441113,observed
y_1,32.3004933792897,observed
y_1,33.4191744217196,observed
y_1,36.4724186017089,observed
y_1,44.790657904405,observed
y_1,25.1944575283403,observed
y_1,50.2809545004991,observed
y_1,14.0563938324335,observed
y_1,38.3123043806337,observed
y_1,25.5187914885878,observed
y_1,38.1266149819116,observed
y_1,56.2591123643723,observed
y_1,18.927418338218,observed
y_1,29.4642104181872,observed
y_1,61.2662898281284,observed
y_1,39.1208267773305,observed
y_1,34.1824197677081,observed
y_1,31.36089345463,observed
y_1,34.9889828747028,observed
y_1,28.9605154983864,observed
y_1,31.9357221096868,observed
y_1,40.7184272374939,observed
y_1,56.8836951962766,observed
y_1,16.4901024948015,observed
y_1,29.6165029918796,observed
y_1,45.0970097739974,observed
y_1,35.6763426776207,observed
y_1,63.9822202455841,observed
y_1,24.9913757008549,observed
y_1,30.5019534172282,observed
y_1,68.4274927930911,observed
y_1,15.5172722395715,observed
y_1,29.9486267359907,observed
y_1,51.6926111987923,observed
y_1,30.3185422475568,observed
y_1,32.525315664325,observed
y_1,71.3392127662693,observed
y_1,37.1066005139097,observed
y_1,16.8874977628629,observed
y_1,15.3070723973905,observed
y_1,62.7558544670096,observed
y_1,28.0301833120721,observed
y_1,31.2072190533596,observed
y_1,19.6990099943145,observed
y_1,56.3778047249596,observed
y_1,30.7281959171833,observed
y_1,37.8224551545605,observed
y_1,15.9424171167878,observed
y_1,23.4923677586783,observed
y_1,25.4189987795266,observed
y_1,58.6273459481,observed
y_1,31.034465277337,observed
y_1,55.1847984471668,observed
y_1,20.8760269531228,observed
y_1,27.2949428065665,observed
y_1,24.0610591903815,observed
y_1,31.3764761292687,observed
y_1,34.3924766074579,observed
y_1,51.9564818201169,observed
y_1,23.9352107651734,observed
y_1,18.9785040015678,observed
y_1,65.1170976234434,observed
y_1,28.1240903062034,observed
y_1,18.6650465799442,observed
y_1,26.6694211518724,observed
y_1,51.4453539619161,observed
y_1,15.270316005654,observed
y_1,88.6642333871681,observed
y_1,36.4428589316907,observed
y_1,48.1653559602464,observed
y_1,12.8018464459812,observed
y_1,56.4189227842953,observed
y_1,24.4520249435495,observed
y_1,37.7469883586822,observed
y_1,43.9437874651849,observed
y_1,41.3996581011645,observed
y_1,38.2566297800725,observed
y_1,25.3357520292689,observed
y_1,19.9197309916762,observed
y_1,46.191521816443,observed
y_1,40.6203486338205,observed
y_1,37.1537174868724,observed
y_1,21.6520922197355,observed
y_1,47.7187977536725,observed
y_1,29.9668519006654,observed
y_1,43.9114249320349,observed
y_1,15.4589756783792,observed
y_1,12.6035733816122,observed
y_1,64.6844755923695,observed
y_1,32.0546822853726,observed
y_1,23.0007937174344,observed
y_1,48.5216206542875,observed
y_1,49.5344318924897,observed
y_1,17.9997844713478,observed
y_1,50.587648198271,observed
y_1,26.6547226969297,observed
y_1,32.122863448632,observed
y_1,32.0206038964737,observed
y_1,59.5947549712707,observed
y_1,62.8850002287118,observed
y_1,11.0094754997178,observed
y_1,39.3978766920665,observed
y_1,62.5028767959954,observed
y_1,16.8495292963682,observed
y_1,52.780277954,observed
y_1,35.4506290445952,observed
y_1,25.0613848461864,observed
y_1,50.056772796181,observed
y_1,24.6638296066934,observed
y_1,19.2331356023829,observed
y_1,44.2298321968339,observed
y_1,19.416483354893,observed
y_1,37.3364766673991,observed
y_1,65.4557444074722,observed
y_1,40.3996675077177,observed
y_1,54.8026629740477,observed
y_1,20.6010154525415,observed
y_1,35.8353016891615,observed
y_1,26.1961980174486,observed
y_1,37.7020862295045,observed
y_1,39.6351580824088,observed
y_1,28.0630136876446,observed
y_1,26.8995322232557,observed
y_1,12.0240843105619,observed
y_1,57.0947541152142,observed
y_1,47.2891196266598,observed
y_1,40.9945172949717,observed
y_1,19.6985703073426,observed
y_1,34.8843376110065,observed
y_1,11.1769551000247,observed
y_1,54.0285412531416,observed
y_1,45.3069797150728,observed
y_1,71.3299684489427,observed
y_1,29.1000403870809,observed
y_1,15.5701308822172,observed
y_1,21.7195793982605,observed
y_1,48.1204389010647,observed
y_1,26.5264320638648,observed
y_1,75.5156451995806,observed
y_1,29.769136672234,observed
y_1,13.7877706901917,observed
y_1,48.0469328726578,observed
y_1,25.572028429439,observed
y_1,20.7814418682556,observed
y_1,16.3634037566463,observed
y_1,47.7514253759103,observed
y_1,52.0811887744514,observed
y_1,21.5103258637084,observed
y_1,41.3485792805116,observed
y_1,37.2251082491126,observed
y_1,20.3824873334273,observed
y_1,40.9185950075932,observed
y_1,39.1276372579886,observed
y_1,36.5881853487466,observed
y_1,26.7255016420764,observed
y_1,29.5626296932387,observed
y_1,25.7648687322122,observed
y_1,28.0818989962472,observed
y_1,55.8253801160529,observed
y_1,20.1634089835714,observed
y_1,41.5570278466052,observed
y_1,50.5542862037281,observed
y_1,26.5441761561714,observed
y_1,25.034784345959,observed
y_1,71.3547365728294,observed
y_1,27.3607995652107,observed
y_1,66.4213702341093,observed
y_1,22.7900723440244,observed
y_1,29.7034764783916,observed
y_1,31.9317764477182,observed
y_1,40.9210583511989,observed
y_1,13.9394229486564,observed
y_1,40.9194375345662,observed
y_1,46.4608230603467,observed
y_1,44.8225805026615,observed
y_1,29.4496536339379,observed
y_1,34.1168446187046,observed
y_1,6.93700670181586,observed
y_1,44.0191527839272,observed
y_1,44.7269999306085,observed
y_1,40.0199814079067,observed
y_1,27.2212408625742,observed
y_1,35.9001252028285,observed
y_1,27.7274577374215,observed
y_1,34.63805510101,observed
y_1,29.1468171792606,observed
y_1,21.1171974133659,observed
y_1,32.9419914475706,observed
y_1,56.6518023090809,observed
y_1,29.5228809800616,observed
y_1,20.5419807666543,observed
y_1,71.4572262097796,observed
y_1,54.2991042286802,observed
y_1,21.7070212640924,observed
y_1,26.6057869820237,observed
y_1,25.3626869760296,observed
y_1,46.9735375439882,observed
y_1,38.3944302069763,observed
y_1,54.5995055283532,observed
y_1,25.1939437119496,observed
y_1,33.5446756322038,observed
y_1,50.2739885085212,observed
y_1,41.8667479523762,observed
y_1,12.9610912826592,observed
y_1,47.8863691017697,observed
y_1,15.1417101720916,observed
y_1,41.495421093632,observed
y_1,23.6249911260838,observed
y_1,52.9755544851163,observed
y_1,14.1877032481584,observed
y_1,13.501246845672,observed
y_1,39.1331659530476,observed
y_1,38.840604923415,observed
y_1,15.830703677997,observed
y_1,45.1797997555807,observed
y_1,31.0089595078551,observed
y_1,37.9931301968721,observed
y_1,17.054198120459,observed
y_1,67.5347530655825,observed
y_1,32.1224042517389,observed
y_1,43.5038554528373,observed
y_1,28.8873351135548,observed
y_1,66.2916327431048,observed
y_1,37.2530232810873,observed
y_1,14.4023311944282,observed
y_1,67.389215547435,observed
y_1,23.7530963721872,observed
y_1,13.797451363625,observed
y_1,27.0223974546846,observed
y_1,22.5745767271598,observed
y_1,67.1906247812575,observed
y_1,44.7048612405866,observed
y_1,45.7985420150593,observed
y_1,15.8039012857043,observed
y_1,39.5047680281907,observed
y_1,33.807530882295,observed
y_1,12.3528535300337,observed
y_1,58.9849965423429,observed
y_1,30.7244813885263,observed
y_1,18.1214113933666,observed
y_1,36.4552227547285,observed
y_1,22.1659908832301,observed
y_1,54.0061404575974,observed
y_1,24.9470066068501,observed
y_1,59.6348431491883,observed
y_1,34.7225319783956,observed
y_1,17.1500954622828,observed
y_1,62.7699834497685,observed
y_1,30.5880428884781,observed
y_1,52.1435875170055,observed
y_1,16.9122893652127,observed
y_1,47.652582875651,observed
y_1,58.7587601050656,observed
y_1,16.3187122616218,observed
y_1,31.038958363558,observed
y_1,26.8185556085982,observed
y_1,21.0505127673277,observed
y_1,72.3031427597019,observed
y_1,61.4133276470086,observed
y_1,27.0283507842997,observed
y_1,30.2937631297806,observed
y_1,28.3246302809598,observed
y_1,75.3589808636826,observed
y_1,19.5663685026633,observed
y_1,51.7042251173384,observed
y_1,49.5963797399007,observed
y_1,12.1063538109098,observed
y_1,15.1964934657623,observed
y_1,71.617476436152,observed
y_1,38.4056725058623,observed
y_1,33.1919901860877,observed
y_1,30.5225270152765,observed
y_1,18.8264485374417,observed
y_1,28.8954016113837,observed
y_1,30.0107832072176,observed
y_1,52.1689564193316,observed
y_1,22.1358354204144,observed
y_1,31.8620133420964,observed
y_1,61.6514754802316,observed
y_1,29.2991891340341,observed
y_1,62.8328813778468,observed
y_1,21.343206408008,observed
y_1,61.4845337948767,observed
y_1,14.8641092443554,observed
y_1,43.806186957409,observed
y_1,69.2043341969446,observed
y_1,19.0883087964698,observed
y_1,19.9484007699495,observed
y_1,16.4605392210305,observed
y_1,47.9813725593602,observed
y_1,40.0234839650036,observed
y_1,38.0921553055662,observed
y_1,26.5601388955626,observed
y_1,39.0135788162797,observed
y_1,28.3357372529145,observed
y_1,47.6444481806132,observed
y_1,30.685473540054,observed
y_1,56.7162979918653,observed
y_1,24.0272707408694,observed
y_1,25.5828958062705,observed
y_1,44.4297876607838,observed
y_1,28.3707533699987,observed
y_1,16.5264281146614,observed
y_1,42.1692046627661,observed
y_1,29.5701973312396,observed
y_1,33.9631368127729,observed
y_1,31.1600375039125,observed
y_1,28.0598862952715,observed
y_1,53.2801388474583,observed
y_1,69.8958362541809,observed
y_1,25.8372091728899,observed
y_1,19.0413076528498,observed
y_1,40.2098165788822,observed
y_1,82.9779484989547,observed
y_1,17.8803556978515,observed
y_1,20.4119113272801,observed
y_1,85.6581790274444,observed
y_1,26.4672317307422,observed
y_1,20.7029511580192,observed
y_1,62.9009794321104,observed
y_1,34.296370431805,observed
y_1,39.8911864272545,observed
y_1,42.1031593252659,observed
y_1,21.4562220097544,observed
y_1,13.5951442223623,observed
y_1,39.8292465507335,observed
y_1,50.3838977823662,observed
y_1,35.5237380721195,observed
y_1,40.1394866719421,observed
y_1,17.1128116968623,observed
y_1,23.7197421216936,observed
y_1,47.661619754453,observed
y_1,22.5281449008957,observed
y_1,43.6913482427559,observed
y_1,16.9583734767247,observed
y_1,37.8654285712217,observed
y_1,44.0758863264592,observed
y_1,21.4413464393605,observed
y_1,29.4316690224073,observed
y_1,37.7442607787588,observed
y_1,21.5136577409958,observed
y_1,57.1734302159054,observed
y_1,42.8451929217498,observed
y_1,32.0043528475794,observed
y_1,22.8382453017178,observed
y_1,77.2030714200069,observed
y_1,42.3954384961543,observed
y_1,16.0886131267913,observed
y_1,38.4499671310191,observed
y_1,18.6983155297256,observed
y_1,48.4732787595654,observed
y_1,10.0449744024766,observed
y_1,56.1647864249573,observed
y_1,42.6732712349846,observed
y_1,37.7186646416908,observed
y_1,15.6110148342179,observed
y_1,56.4736965699024,observed
y_1,25.1056166083238,observed
y_1,21.6980208226221,observed
y_1,36.1924691389607,observed
y_1,20.0312407031951,observed
y_1,20.9913944316322,observed
y_1,46.4935563459944,observed
y_1,11.5566821452799,observed
y_1,65.5996174269724,observed
y_1,37.9277622853794,observed
y_1,21.8739690248038,observed
y_1,57.8510218271508,observed
y_1,34.3480837583697,observed
y_1,31.5805590804713,observed
y_1,42.296837244461,observed
y_1,29.5177704988068,observed
y_1,29.6529084909057,observed
y_1,14.6303053365011,observed
y_1,46.1036138423913,observed
y_1,67.3645027052343,observed
y_1,37.8631291945177,observed
y_1,29.6934884236431,observed
y_1,10.871280478645,observed
y_1,43.954274465408,observed
y_1,51.550300700326,observed
y_1,24.2710569243948,observed
y_1,22.742098689509,observed
y_1,66.0610826358585,observed
y_1,45.2469367810191,observed
y_1,39.5013036100117,observed
y_1,21.2118908321463,observed
y_1,31.1346078592907,observed
y_1,21.4967023756627,observed
y_1,45.2164385598611,observed
y_1,9.59601126810417,observed
y_1,62.5659804289573,observed
y_1,43.5503781151717,observed
y_1,26.0784650784797,observed
y_1,17.5337772210918,observed
y_1,62.7550543817843,observed
y_1,45.127925732294,observed
y_1,41.9998844800903,observed
y_1,19.6953311183695,observed
y_1,22.4519733901054,observed
y_1,35.6451234812787,observed
y_1,76.321849670988,observed
y_1,48.3393206087772,observed
y_1,47.1062862441238,observed
y_1,23.8193141154731,observed
y_1,27.2491496781365,observed
y_1,72.2948586726259,observed
y_1,23.2095966693946,observed
y_1,58.0933633604303,observed
y_1,19.5846978861003,observed
y_1,27.5515333437773,observed
y_1,25.1957346011115,observed
y_1,30.5131297323147,observed
y_1,54.1659005124656,observed
y_1,71.9976573332668,observed
y_1,26.9229485279743,observed
y_1,15.1377915277678,observed
y_1,18.5493161014582,observed
y_1,17.3247125302129,observed
y_1,66.5279111301978,observed
y_1,20.7194355042683,observed
y_1,47.0503207982069,observed
y_1,46.4185689628633,observed
y_1,36.4717339585949,observed
y_1,15.4842061500031,observed
y_1,37.8044612611406,observed
y_1,44.1669042236811,observed
y_1,41.0367814810305,observed
y_1,14.8237198837215,observed
y_1,17.1969219455936,observed
y_1,76.6922325102501,observed
y_1,27.2361942653557,observed
y_1,24.5467562905659,observed
y_1,36.5115738505924,observed
y_1,45.2269580963882,observed
y_1,31.4136152375871,observed
y_1,20.5729795492287,observed
y_1,76.9869429063618,observed
y_1,65.5744710896414,observed
y_1,14.1242275280943,observed
y_1,50.6922543991917,observed
y_1,27.5049613747492,observed
y_1,56.7784741409328,observed
y_1,45.6982108786656,observed
y_1,47.100595850288,observed
y_1,17.561582005423,observed
y_1,29.0625813896212,observed
y_1,17.2761281806769,observed
y_1,26.3454505718817,observed
y_1,55.5981999758473,observed
y_1,59.5713048957661,observed
y_1,30.9636599269851,observed
y_1,27.6969614826291,observed
y_1,48.2208802951227,observed
y_1,25.2707168137972,observed
y_1,38.1934904499261,observed
y_1,82.4744955482545,observed
y_1,29.8236344773759,observed
y_1,17.2295207920329,observed
y_1,18.5863482202595,observed
y_1,27.7272087093088,observed
y_1,36.7219291874747,observed
y_1,60.5702238257311,observed
y_1,18.9257480773475,observed
y_1,34.702701943449,observed
y_1,52.5916178000214,observed
y_1,20.6317619567157,observed
y_1,29.6789872731019,observed
y_1,19.2194113220895,observed
y_1,21.8660441672255,observed
y_1,44.895799804408,observed
y_1,26.1027568133416,observed
y_1,16.3068260154188,observed
y_1,87.525482600282,observed
