0,0.6182752074748311
1,0.0803925125296292
2,0.02511901178870346
3,0.020746739997169545
4,0.020597917797810318
5,0.02134620842989534
6,0.022335605364706784
7,0.023178761819052318
8,0.02357728538059053
9,0.023317355874144
10,0.022294728112599204
11,0.020531173591069426
12,0.01816614391267169
13,0.01542180042180042
14,0.012553325569198585
15,0.009796363150860505
16,0.007331636030048728
17,0.005264373647815913
18,0.0036305851664291335
19,0.002402595201746311
20,0.0015302492082037169
21,0.0009420891252260837
22,0.0005489259336777182
23,0.00032054069119866744
24,0.00016723862149495695
25,0.00008562617420541796
26,0.000017564343426752402
27,0.00003816449929763485
28,0.000007930285568339709
29,0
30,-0.000018668074533287038
31,-0.000014452702864480291
32,-0.000014452702864480291
33,-0.000004671580723872417
34,-0.000013190345573286823
35,-0.000006029872262073976
36,0
37,-0.0000015451924915825205
38,-0.000005204858919014806
39,-0.000002135326736006074
40,-0.0000051247841664145786
41,-0.000003333192953765579
42,0
43,0
44,5.497939530302552e-7
45,-9.774114720537871e-8
46,2.0398152460252945e-7
47,-1.8517471736967215e-7
48,1.2344981157978144e-7
49,-6.046521383499498e-8
50,-2.579849123626453e-8
51,-6.474915447533059e-8
52,-4.9807041904100444e-9
53,-3.0072176243985172e-9
54,0
55,-5.702575643303855e-9
56,8.887130872681332e-10
57,-2.162015463763412e-9
58,9.175662445680263e-11
59,-4.478967431111721e-10
60,-5.308405844280559e-11
61,-9.746581222285616e-11
62,-3.5932096672020702e-12
63,-2.190146844770786e-11
64,-2.7376835559634824e-12
65,-4.941869803585362e-12
66,4.3564692483397137e-13
67,-1.1443859518026711e-12
68,-2.447884388882719e-13
69,-2.2705014621520873e-14
70,-7.265604678886678e-14
71,-1.1695138316115377e-14
72,-8.316542802570936e-15
73,-2.7342058529000336e-15
74,-3.9411976258018502e-16
75,-5.8855217878640955e-16
76,-3.1861471332798116e-16
77,-4.4137103145001715e-17
78,-1.810752949538532e-17
79,-2.2004086475404947e-17
80,-4.8897969945344326e-18
81,-2.3181259825941016e-18
82,-3.769310540803417e-19
83,-2.906456320619502e-19
84,-6.643328732844576e-20
85,-4.168363126490715e-20
86,-3.1020376755279736e-21
87,-3.422938124720523e-21
88,4.1490159087521487e-22
89,-5.967124003598596e-22
90,-1.3260275563552436e-22
91,-4.196658639893518e-23
92,-1.9462764706752546e-23
93,-6.1387931691549254e-24
94,-1.899819936295528e-25
95,-5.759454122664338e-25
96,0
97,-3.5185668561523255e-26
98,-9.191358318112197e-27
99,-1.8568400642650904e-27
100,-1.1883776411296578e-28
